,projectID,projectAcronym
68351,679436,SouthHem
68352,638333,ComplEvol
68354,683018,PALEODEM
68357,779293,HIPGEN
68371,761329,WORTECS
68378,721058,B-SMART
68392,787185,ACB
68397,789553,ASYMFLU
68403,682501,HawkEye
68404,741112,ITHACA
68405,765141,HealthPros
68424,647152,Macro Identification
68426,694105,HERITAGE
68435,660156,FLUOROKEF
68436,780684,MEMMO
68451,643791,SOLEDLIGHT
68458,715662,EnteroBariatric
68459,643783,PAL
68470,639485,ROBUSTNET
68474,678017,MultiMT
68484,706707,A-LITHIA
68488,670406,Novel Calorimetry
68489,724300,NanoPD
68490,654682,HOLES
68493,688835,DE-ENIGMA
68502,785495,AMPWISE
68506,701713,IMAGINE
68507,819644,BioDisOrder
68513,648228,BCELLMECHANICS
68515,724106,CAPITAL
68526,636626,NOVELOG
68556,845756,BIOCONTACT
68560,666669,COMSTAR
68561,657050,RES.CO.PART
68572,794771,PREMNEC
68575,778001,DNASURF
68587,745450,ReSolve
68618,727929,TomRes
68644,689687,FERTINNOWA
68683,654371,ERIFORE
68733,727961,AGROinLOG
68749,641858,PREDICTABLE
68774,748826,ANGRAM
68775,655815,MultiFUNGtionality
68777,725546,METLAKE
68785,657639,WORMTUMORS
68793,716718,ALLERGUT
68796,670980,ELFBAD
68797,794393,HOMERICS
68799,694707,100 Archaic Genomes
68804,656139,ISHTAR
68806,755053,OOID
68807,746451,DerRadIslam
68808,637171,ADaPTIVE
68812,656748,KEME
68813,725519,BuddhistRoad
68814,705709,ENART
68816,648298,9 SALT
68817,682081,COTCA
68818,753935,IMEX
68823,657750,SWLCONNECTIVITY
68824,669666,INFANT EARTH
68825,694893,SENSOTRA
68827,707295,TRACER
68830,647963,HYP
68831,755504,ENTPAR
68832,706741,BWBN
68841,682115,INTERCLOUDS
68843,797758,Colophons-Scholars
68845,754581,MARQUESS
68846,660113,SHOALS
68847,680565,IbD
68871,740872,SAYSO
68883,705408,WATER DROP
68891,700475,beAWARE
68904,730028,MINOTOR
68911,691135,RISEN
68936,655092,DebtRisks
68938,649396,ADEMU
68946,653748,CARISMAND
68966,653460,RESOLUTE
68977,690797,AEOLIX
69018,638917,ChromoCellDev
69022,798198,BSLchlamy
69024,677513,BioMNP
69025,746421,GlypStx
69026,701309,RSC
69033,787115,MaCChines
69035,683191,DELMIT
69041,750248,GlycoNanoPep
69043,670412,ChromatidCohesion
69045,755876,Ca2Coral
69046,637458,MISTRANSMITO
69047,730827,OPEUS
69053,703668,SLIM
69063,640553,ACTOMYO
69066,723989,SKILLFUL
69087,777576,ETALON
69096,707922,Pectin
69111,655265,PmSust
69132,721456,PATHSENSE
69151,667078,VISION DMD
69159,771367,ECOBREED
69185,778360,HERCULES
69202,776766,OpenHeritage
69232,657211,TEMPI
69233,657505,MTT
69234,748612,QoLRO
69236,687786,InVID
69245,721236,TREATMENT
69271,637412,META-STRESS
69274,655497,NNL
69286,659152,GLDAFRICA
69287,705464,SCOOBA
69290,679812,CLOCK
69292,654132,VULCAN
69294,750937,ADAPTOMICS
69295,749557,DENTADFE
69296,759639,COLD
69298,637462,DecentLivingEnergy
69306,746446,WaMStrIn
69309,678511,IMMUNE-EXPRESS
69311,656842,HspAdhesion
69312,659643,URBANEPIGENETICS
69315,725459,INTERCELLAR
69324,758306,ProstOmics
69325,715890,IMMUNE CELL SWARMS
69326,640087,SOS
69327,691119,EU4HIVCURE
69336,789121,EditMHC
69337,705791,Cells-in-drops
69338,773153,IMMUNO-PEPTALK
69340,694812,HYPOXIMMUNO
69342,655710,CONRICONF
69367,658183,TOTIPOTENCY2014
69370,757886,ELONGAN
69372,655033,JUNO
69376,742573,MECSPEC
69377,654609,germcells
69381,637888,sRNA-EMB
69384,658536,VIVO_MECH_COLL_MIGRA
69386,637972,ResiBots
69387,653321,WISER
69403,642935,ENHANCE
69412,649753,OrbEEt
69433,821934,HiSea
69440,705499,HArchitHeC
69443,732489,CRISS
69456,748690,SONAR-CO2
69517,770063,DOIT
69531,647008,VOCO
69533,797012,JUMP
69537,788215,SAPHIR
69540,750345,METCLL
69542,811360,SOLUPORE
69543,748784,UNIFIED
69545,701479,MONTEX
69546,796603,EuSuper
69550,741215,INCOVID
69566,740618,PhilAnd
69581,648311,COMPROP
69636,639792,SENSQUID
69638,737616,HiNaPc
69648,731345,eCraft2Learn
69661,115890,ADAPT-SMART
69696,777377,LITMUS
69752,658405,HYPOXFLU
69754,725258,LATO
69756,649619,IN-BEE
69763,747591,PE-FECATS
69811,675278,EDGE
69820,681440,PolyDomFormFuncReg
69826,657292,RAPID-KDM
69828,810002,QuantumBirds
69831,715513,SPONGE ENGINE
69832,740963,EXOCONDENSE
69833,749323,COSIF
69834,838667,INTERACTION
69837,776467,MED-GOLD
69854,678145,CoupledIceClim
69855,676819,CAT
69857,702869,EFFECT
69859,758014,SCALAR
69860,797229,The Human Imprint
69863,716211,GRETPOL
69865,703251,CONCLIMA
69866,639744,Disasters
69867,693092,MOVING
69883,679103,METHID
69884,743582,CLIMOD
69896,647860,LIFECOURSE
69897,687091,iBearing
69902,706888,GenderJust
69905,749889,TIMEGG
69906,824326,DIAMOND
69931,787926,RIBOFOLD
69932,682117,BiT
69933,657357,WINTERC-3D
69940,700786,DOLORES
69941,660711,NeuPheMi
69944,639275,VITAL
69945,655324,GOFAR
69947,723430,MeBeSafe
69962,701958,OXFLUX
69963,708249,GATED
69965,655235,SmartMass
69968,699631,NETIM
69972,792212,M-P Communication
69973,654155,LIMB NETWORKS
69976,648879,dynamicmodifications
69978,680037,GROWTHPATTERN
69987,694455,ZMOD
69990,741716,SIENNA
70003,820323,Time Machine
70039,767454,BOTFIND
70040,690954,CRISP
70048,692523,5TOI_4EWAS
70096,639379,DATACTIVE
70097,669303,AF16
70100,694482,CROSSLOCATIONS
70115,703047,SuMAC
70117,726504,VERSUS
70131,688221,SavingFood
70138,752553,SPLICANCER
70139,680102,DIPLOFACE
70141,664771,TRUST
70170,691161,GEO-SAFE
70190,822781,GROWINPRO
70232,776487,INFACT
70250,649416,PARTISPACE
70260,689364,STRADE
70268,786641,SHERPA
70279,649435,TransSOL
70290,687941,OpenMaker
70300,776804,NEXT
70316,754907,R-LiNK
70337,727097,RELOCAL
70392,668259,CRADL
70403,732497,5GINFIRE
70413,647067,BIOLOCHANICS
70422,732463,OPENREQ
70432,642563,COSMOS
70449,636966,ProRegio
70468,704476,FPGA Accelerators
70480,659446,smSTRUCT
70486,645487,MMT
70491,731846,UNICORN
70502,752717,THAT IS HUNT
70503,706581,MESO-JBIR-102
70509,780440,mitozippers
70510,748804,DUBs26S
70526,758887,REACT
70527,645043,HUMANE
70531,657650,DLCHHB
70533,725937,NEUROABSTRACTION
70535,790318,PNAIC
70537,675440,AMVA4NewPhysics
70555,702470,SSIIE
70556,694581,PULSE
70557,788814,EQFT
70558,699978,iPSCAtaxia
70559,694988,INHIBITHUMAN
70566,747124,TIMPANI
70567,721798,SMaRT
70573,742523,DEXCORE
70574,803763,CLD
70575,682608,HIGGSBNDL
70579,671562,5G-ENSURE
70595,794957,RESTREIG
70615,741333,Censoring Chaucer
70644,658073,seQureNet
70658,670874,RotaNut
70661,703608,MOSAIC
70662,659744,ResClust
70663,788047,RiConfigure
70695,764089,ABC-SALT
70706,693427,COHESIFY
70718,776503,CIRC4Life
70767,693599,FLOOD-serv
70780,649456,ENLIGHTEN
70800,691874,SEEMLA
70808,731711,TRUESSEC.EU
70816,769252,RePAST
70829,773983,BLOOM
70868,777358,IPCCAR6
70869,693349,SIGN-HUB
70879,750076,INWELCHAV
70880,731873,e-Sides
70883,748344,SYRMAGINE
70894,726950,IMAJINE
70912,691181,RurInno
70918,642709,CASPIAN
70938,765224,FATIGUE
70956,693382,EU-STRAT
70980,727272,ETIP PV - SEC
70983,743080,ERA
70984,740189,EuroBioTox
70997,741500,CARERA
71000,771056,LICCI
71001,707726,NEIGHBOURCHANGE
71003,785277,SET Plan X-CEEC 2017
71005,676547,COEGSS
71016,770330,NoVaMigra
71045,822682,POPREBEL
71064,770141,TRANS-URBAN-EU-CHINA
71167,645909,I-LINC
71180,824260,CityxChange
71212,693883,SIC
71224,774124,SUPER-G
71245,741677,InSPIRES
71253,825082,NGIoT
71259,754362,MathInParis
71272,745906,FreezeAlz
71273,767287,PROGRAMS
71316,706680,EquiPE
71322,704010,RNF
71358,660031,MEMOTION
71359,811181,MapProdIGI
71360,752557,MEMENTO
71361,706553,Speedingrisk
71363,701750,PEEK
71366,701386,NewLightScalar
71367,788183,ALPHA
71368,661249,GESTATE
71369,723575,CoPro
71388,670535,LineageDiscovery
71393,780453,NEOMENTO
71394,764991,CLOUD-MOTION
71410,682172,NETS
71419,740055,MELODIC
71421,731685,Next-Lab
71435,701717,SPIN-MA
71440,825798,POLYMMUNE
71441,799882,FUCTURE
71445,654882,TIPPDECRA
71453,725327,BePreSysE
71481,638719,GRAIL
71498,690618,KNOWPEC
71524,656821,SEAGAS
71526,659422,CLEF
71527,758710,FarCatCH
71532,654971,EXPMFSG
71542,724429,EpiScope
71543,757111,ABIOS
71545,657685,CoordinGrowthDev
71548,770940,MeSoMat
71549,648161,PHOROSOL
71558,715872,NANOINFER
71559,661715,BASILA
71561,661199,DECAGON
71562,659226,GLASSIX
71563,749788,PHOTORNA
71564,659963,2DSi
71565,840854,ViSionRF
71566,717112,REPRISE
71574,872370,SALSETH
71582,789868,LoCoLight
71587,753223,NARCOREADER
71592,812938,3DTransducers
71598,644192,MIREGAS
71605,654733,FOC4SIP
71606,690898,FORMILK
71619,758383,RECONFMATTER
71620,759959,INTERCELLMED
71623,672265,WARNTRAK
71656,788692,UNIFORM
71665,768565,Precision4Life
71670,636520,HERMES
71679,752870,TRANSFAIR
71680,643167,AEOLUS4FUTURE
71714,814494,i-TRIBOMAT
71724,778120,GeoRes
71741,792261,NEWPACK
71767,722677,MetalIntelligence
71786,636496,INFRALERT
71793,732287,ROSIN
71800,637107,SYMBIO-TIC
71815,644938,SARAFun
71858,703966,Intersex Genealogy
71864,703160,PlaEndo
71873,657865,MAXWELL
71874,792063,SusBind
71885,708329,MANAN
71887,749851,ICEDNA
71890,702057,CLIMIFUN
71906,716087,PLASMECS
71912,741856,I-CONSENT
71923,767015,CURE
71934,751715,ESCRT model
71941,659615,SVNanoVax
71943,639249,BLOODCELLSCROSSTALK
71944,716734,BIOFAGE
71946,734434,DRYNET
71956,695642,MiniBrain
71958,796206,CERVINO
71959,661678,RiceStyle
71963,695288,Totipotency
71966,647971,XChromosome
71967,692299,SEARMET
71973,724718,ReCAP
71975,715361,SPACEVAR
71976,665158,ULTRAQCL
71981,667156,RegulHox
71983,687312,RADIOFOREGROUNDS
71994,712721,NanOQTech
72013,725554,TransfoPneumo
72014,638804,AArteMIS
72043,733032,HBM4EU
72085,772873,ARTISTIC
72090,722380,SUPUVIR
72112,637815,QUEST
72136,734322,SPINSWITCH
72145,725773,GroIsRan
72146,665095,MAGicSky
72170,731011,OpenAIRE-Connect
72181,647384,PLANTMOVE
72182,681605,PEGASUS
72185,677147,ModRed
72187,647353,QAffine
72192,674960,ASPIRE
72207,642742,Enabling Excellence
72217,682367,PaDyFlow
72218,734340,DEW-COOL-4-CDC
72232,653846,Fractional
72235,750491,TESTINF
72236,787300,BASILIC
72237,741123,CIMNAS
72238,753137,SaRNAReg
72239,776276,PLANMAP
72246,669612,ArtifiCell
72248,759078,Desert Networks
72250,659376,ssmscaifa
72251,702562,PHILANTHROPIC RULE
72253,770402,FORCe
72254,659541,Imperial Recipes
72259,669898,TARLOOP
72263,694323,EYEGET
72269,749910,MONSTAA
72284,679799,Optimal-Immunity
72285,715062,HiChemSynPro
72286,748889,NANOCANCER
72289,726151,DeE-Nano
72290,742039,Redox Relays
72292,750528,funcSOFI-PD
72293,708321,CINMAB
72295,650216,OntoPerson
72296,639072,INQMINDS
72297,677742,FAHMRRR
72300,681443,CODECHECK
72302,708041,CIRCLE
72304,677582,KILLCANCER
72307,669415,PHII
72309,648889,IMMUNOBIOME
72312,706996,PrinTendon
72313,716878,ADJUV-ANT VACCINES
72316,703639,LIPID IMMUNITY
72317,715271,Diet-namic
72321,823852,PaNOSC
72329,657751,NITEC
72343,680954,PropMat
72344,637638,OptoVision
72345,656243,PERFECTION
72346,792969,GenderQuotas
72348,778168,IProPBio
72385,671517,SONATA
72402,700829,3D-Forensics/FTI
72412,695175,TReX
72427,687847,COMRADES
72448,844457,CREDit
72455,649030,DECOR
72456,732068,GamECAR
72472,677972,MultiCellSysBio
72473,681885,SCATAPNUT
72474,660089,COMOVE
72475,705615,ADAPTATION
72499,787516,GLOBEGOV
72501,743623,DATASOUND
72504,742708,CAPaCITy
72505,752162,DarkGAMBIT
72506,653285,METACLOAK
72509,638743,FirstDawn
72510,657007,FRAMAB
72519,645094,SEWA
72524,660940,KRF-CY
72525,701664,RADoTE
72530,758370,CoMMaD
72533,671653,EXTRA
72542,642890,TheLink
72558,856408,STUOD
72561,658270,WO for solar fuels
72562,726765,PLUGGY
72572,682587,HAZE
72574,787203,REALM
72575,654909,T6SS-PSEUDO-LIP
72577,682603,GWT
72586,648235,MITOsmORFs
72588,705529,Cleanup-MOFs
72589,759419,MuDiLingo
72593,670624,DuaLL
72595,795605,CaLecLig
72598,687089,PROSEQO
72603,679116,BUNDLEFORCE
72616,687014,MACAO
72620,821868,LEMON
72633,714692,UNIGLASS
72634,638712,aLzINK
72637,757561,HiRISE
72638,804144,A-LIFE
72639,764760,CarbFix2
72660,725100,Big Mac
72662,658793,CABBALA
72669,654156,RItrain
72682,648132,ANT
72702,679792,SYNC_DEV
72704,661530,GeHa
72705,745109,u-PBeam
72706,713619,OCEAN-IDs
72708,642083,EURO-SEQUENCES
72733,767912,QCLAB
72735,677875,MemoSleep
72736,655194,CANCER-TECH
72738,688082,SETA
72754,803665,PEQEM
72757,742789,Xenoscope
72758,738144,iGear
72760,686493,SimCoDeQ
72768,704672,QBAS
72769,664800,ZSCAN
72770,727497,SiTaSol
72777,785332,AMuLET
72779,695070,MILEPOST
72780,734875,SMOOTH
72788,742610,SMel
72789,801127,BionicVEST
72796,825572,WELMO
72827,772126,TICTOCGRAV
72828,780284,Imaging-XChem
72830,824939,AST
72831,654028,IPERION CH
72855,693289,CoHERE
72912,714463,ProcessCitizenship
72916,654065,EUDAT2020
72970,780792,ICARUS
73053,801051,EPEEC
73073,693559,I-Media-Cities
73122,654002,ENSAR2
73201,680235,COSI
73216,780089,BRAIN-IoT
73299,761448,Smart4Europe
73306,780265,ESMERA
73313,687973,GREAT
73393,636300,EBSF_2
73438,661935,HERACLES-CP
73444,754589,ATLASplus
73465,645760,DOMINO
73490,826131,HELIAUS
73539,765115,MossTech
73546,790507,iFermenter
73559,766115,FONTE
73588,639904,RELOS
73593,786494,GenderedPeace
73594,680486,FIRSTTIME
73595,693244,MENARA
73613,679704,DYNAMICSS
73615,649261,FIRSTRUN
73627,716485,HETEROPOLIS
73640,722012,CATCH
73651,762091,BLOOMEN
73658,744332,CIC-BREL
73660,749423,OpenInnovationImpact
73665,797520,Top-Higgs coupling
73666,640594,CRASK
73675,793504,DDQF
73676,740131,MindSElS
73678,633680,DiscardLess
73709,773421,Nunataryuk
73741,773422,VIVALDI
73748,665233,CHROMAVISION
73753,778045,e.THROUGH
73784,646573,progRESsHEAT
73796,659747,HCAPT
73812,814645,MIAMi
73820,675415,DIAPHORA
73852,675074,PIPPI
73862,643051,MiND
73887,641639,BIOPOL
73928,727072,REMINDER
73965,721532,TRAIN
73983,701807,Frobenius
73991,688356,SEE.4C
73996,665440,ABIOMATER
74001,642294,TCCM
74028,645668,SALEACOM
74037,734557,TraX
74053,677020,microCrysFact
74110,757698,ReConAg
74112,745617,Gal-HD
74113,675790,HaemMetabolome
74120,713548,WIRL
74164,693548,ArchAIDE
74179,787790,TerrACE
74185,787842,ARTSOUNDSCAPES
74195,710577,STEM4youth
74225,679146,EpigenomeProgramming
74226,703269,CoTraDy
74227,731667,MULTIDRONE
74236,734242,LAMBDA
74243,716721,BeyondBlackbox
74244,757173,MIRA
74245,659595,MCMQCT
74247,694537,SEQCLAS
74252,788535,DeepInternal
74253,648379,SEED
74254,670035,Con Espressione
74257,644402,HimL
74273,690907,IDENTITY
74290,722068,HiPerNav
74304,641762,ECOPOTENTIAL
74353,703489,CARER-AID
74360,679849,SponGES
74384,750564,EXCITING-CT
74388,779860,MindsEyeBCI
74412,688975,Blue Nodules
74427,776403,ExoplANETS A
74434,647208,imbh
74435,692257,BALTICS
74438,769032,SCARBO
74448,665619,MicroMap
74449,765710,INSIGHTS
74470,648135,MOSAIC
74503,666881,SVDs-at-target
74516,645743,PARTY
74523,760973,DecoChrom
74570,655157,ICaRO
74571,777394,AIMS-2-TRIALS
74620,648030,chemREPEAT
74637,721874,SPM2.0
74652,633190,FAIR-PARK-II
74671,752019,NanoVoltSens
74704,742985,ETAP
74790,780938,ChildRescue
74815,769303,TrAM
74828,642959,IODA
74838,642023,ClickGene
74866,785472,INTELLICONT
74872,824323,BE OPEN
74889,761042,BIOCONCO2
74921,689682,AMBER
74942,689996,ProACT
74997,688194,NanoStreeM
75011,818368,MASTER
75041,767092,STARDUST
75095,643946,CloudLightning
75103,776646,DEEDS
75119,687361,SaSHa
75139,824389,PANTERA
75148,680517,MOEEBIUS
75178,685559,NEREID
75203,646529,TILOS
75219,813680,AQUASENSE
75233,667932,AUTOSTEM
75259,675265,OMA
75284,657712,BETAPEV
75312,646075,ELASTISLET
75324,652644,SeaChange
75365,765911,RealVision
75387,667933,MIB
75399,813781,BestTreat
75448,685614,BIO4SELF
75464,820474,UNIQORN
75492,708860,BiOp-FibEnd
75494,721493,SMARTI ETN
75533,832460,ElectroThermo
75534,841108,BOHNS-TV
75535,675251,ModLife
75546,642108,AWESOME
75580,780354,QAMeleon
75598,826323,LOWCOST-IC
75656,744242,PHOTO-BORAD
75668,707532,EFIResources
75677,669062,BioEcon
75712,792855,IRS-CESC
75741,787120,TRESSPASS
75764,733360,Perform 2 scale
75855,772766,Active-DNA
75856,830943,ECHO
75897,653371,IECEU
75925,647351,ChronHib
75930,700670,GAP
75945,705697,REINVENT
75955,732184,INLIFE
75962,731946,CPSwarm
75974,723094,FAR-EDGE
75988,703988,ULPIoT
75990,777137,5GRANGE
75995,749561,IoMUT
75996,732253,Q-RAPIDS
76004,779984,SOFIE
76014,661621,iREACT
76021,647215,EXODUS
76022,814215,ENLIGHTEM
76039,655379,Art and Brain
76041,725729,FUNCOPLAN
76042,757393,AstroNeuroCrosstalk
76043,752621,EpiMethFly
76046,669582,Amygdala Circuits
76047,703961,PURKINJEREG
76048,659030,HEALTHYSYNAPSES
76049,682118,TSGPs-of-CFSs
76065,771431,SympatimmunObesity
76066,759998,FeelAgain
76075,714551,BONEPHAGY
76078,654513,G-Valve
76081,798235,DYNAMET
76082,656319,IMSTREV
76083,725850,Opto-Sleep
76084,714317,DAMOC
76085,639050,Troy Stem Cells
76104,752903,PHEMDD
76105,715322,EndoMitTalk
76106,715933,iNAPS
76110,636804,PSYMBIOSYS
76123,704473,PyroMOF2cat
76125,702604,Cryoetch
76127,730086,ERGO
76154,678834,HOLDING-HANDS
76156,756365,PHONUIT
76158,801159,B2B
76166,760928,BIORIMA
76225,767533,ENSUREAL
76240,691218,Terpsichore
76252,764025,SWS-HEATING
76268,785131,M-Benefits
76336,787580,VIRT2UE
76350,723517,LoCoMaTech
76416,779411,HYFLIERS
76424,780086,SciRoc
76507,776665,EdiCitNet
76542,701991,COBOTNITY
76543,746137,CriTiClean
76544,116020,ROADMAP
76570,713793,AM4INFRA
76578,727698,MAGIC
76605,701464,SocialBrain
76606,686009,PANA
76618,738251,ACCRA
76639,636771,STYLE
76649,658244,PEMETH
76650,751866,MigSol
76651,760331,Newcotiana
76671,675087,AMBER
76676,824603,ACTION
76693,740788,InTo
76694,785907,HBP SGA2
76864,739530,ACTRIS PPP
76906,710184,ENERI
76918,654359,eLTER
76948,667713,AML-VACCiN
76963,720719,AgriMax
77038,689074,HOLISHIP
77080,731032,NanoCommons
77093,648432,MEMBRANEFUSION
77142,671970,WoundCure
77144,681040,TackSHS
77161,707642,CLIP
77163,724286,C18Signaling
77164,660440,MIRAGE
77165,661289,Global eHealth
77169,648038,LONGHEART
77170,755988,ZECARDIO
77171,798014,3DPRINT-VASCU-CHIP
77172,703787,INTERPLAY
77175,715884,OptoBETA
77181,741149,Photoclin
77184,713734,miRCaP
77186,689209,PICASO
77195,751988,HeartATAC
77211,703561,MERC
77216,709380,EHT-CaMKII
77219,748749,DIRECtA
77224,657486,NANOCARB
77225,835286,SCOPE
77227,740916,CHI-ZEF
77240,661528,EMBRACED
77242,704393,SynGenes
77243,757672,NeuroLang
77246,798650,Gut_Fights_PD
77247,647274,GliaInnateSensing
77253,750464,REBoT
77255,679881,SynDegrade
77256,708411,NVHSC
77257,703597,BraIn Action
77258,797140,KinoRoot
77261,647844,STEMMING-FROM-NERVE
77278,817634,Legumes Translated
77297,696294,Smart-AKIS
77312,643322,FLEXI-PYROCAT
77322,642514,TRACKWAY
77324,772462,ProLiCell
77326,747963,DECRON
77367,723205,SAFER-LC
77421,687373,PPOSS
77435,654479,WASCOP
77459,698824,MALORCA
77499,685704,DEMETER
77528,769178,SuCoHS
77542,693781,EULAC Focus
77562,820561,PreMa
77575,727540,PEGASUS
77581,792103,SOLWARIS
77611,763551,CORUS
77631,811171,ERA-LEARN
77696,776390,HOLDON
77703,777513,IMPACT-2
77717,723368,MAHEPA
77739,723395,interACT
77747,764042,CHESTER
77759,687399,RHINOS
77789,823782,SSHOC
77825,646662,Econ_Prejudice
77860,742816,LTCSEI
77902,688991,FAB-MOVE
77932,722338,PlantHUB
77957,664786,RECORD-IT
77967,715207,MMA
77968,716139,INSPIRAL
77979,681103,BIO-CHIP
78016,669742,NEUROVESSEL
78017,706102,BREADforALL
78019,637853,ANISOGEL
78020,702465,NEUROTUNN
78024,714388,NeuroTRACK
78025,660397,EmotionalActions
78029,648480,METAWARE
78031,702726,Expectancy
78032,746247,AstroModulation
78033,692692,GIANTSYN
78039,654691,RESCUE THE HEART
78042,661733,UbiGABA
78048,701852,BIDMAG
78049,677500,MAIN
78069,670932,DUT-signal
78070,659314,ROPHARE
78072,817884,ViroPedTher
78073,725038,FATE
78074,656647,MicroEcoEvol
78077,727966,PIGSs
78086,751404,INTERACT
78087,649101,UbiProPox
78089,688928,WATERSPOUTT
78107,721016,HERPES
78109,757563,PRO_PHAGE
78110,727922,DELTA-FLU
78120,657135,MIDGESYM
78121,734584,ZikaPLAN
78151,725422,ReservoirDOCs
78155,660039,PHAGECOM
78156,655841,InterAcTEV
78159,658712,GLYCODIS3
78162,681203,PhageResist
78166,682394,NIRV_HOST_INT
78186,800198,TAMYOCAL
78189,660230,EPICONNECT
78193,680209,OPTIM
78194,724427,FOUR ACES
78203,635750,iSQAPER
78229,724734,MINERVA
78230,796927,ARC-for-CORE
78243,646923,DBSModel
78247,724040,NascenTomiX
78308,725149,REPRODAMH
78309,726280,Spontaneous ZeBrain
78310,779295,ImmunAID
78335,779257,Solve-RD
78396,675555,AEGIS
78422,646925,NeuroPioneers
78423,755333,LIMA
78433,647696,PREG-LAB
78435,749629,NEMESIS
78436,708973,PANDORA
78437,671231,HEPCIR
78440,666992,EuroPOND
78451,746154,BRAVEST
78467,675115,RELEVANCE
78500,115861,EBOVAC2
78507,802041,IMMCEPTION
78513,764474,CaReSyAn
78528,693762,GENE FOR CURE
78556,648768,NEURIMMUNE
78588,806975,NECESSITY
78614,825100,FREIA
78662,682345,EPITOR
78663,805500,RiboInflam
78671,771349,DEFEAT
78672,773649,Circular Agronomics
78692,707652,TECHSUS
78693,675680,BlueBRIDGE
78707,645833,OpenBudgets.eu
78720,653747,City.Risks
78734,666983,MaGic
78735,764738,PIC
78754,655656,DURETO
78755,740829,SAINT
78764,788893,AMDROMA
78765,741839,FOSTER Plus
78776,728003,Diverfarming
78801,783221,AFarCloud
78862,659478,BIMEDA
78863,643694,HEARTEN
78875,641191,CIMPLEX
78886,777204,SILICOFCM
78909,702527,RoSTBiDFramework
78944,727315,MedAID
79027,683954,CTCPlus
79028,748900,ML-TEXTSUM
79030,767498,MIDIH
79051,856691,5G-SOLUTIONS
79113,737422,SCOTT
79271,830927,CONCORDIA
79327,755443,DISCO
79343,722610,ES-Cat
79362,678461,AcetyLys
79363,664918,MRG-GRammar
79370,721176,StrainBooster
79379,737494,MegaMaRt2
79408,695989,HRE
79424,633211,AtlantOS
79488,675546,MicroArctic
79509,641538,ConnectinGEO
79524,675219,METAL-AID
79535,720270,HBP SGA1
79652,674899,SUBITOP
79688,678760,ATLAS
79714,731013,EPPN2020
79752,730338,ThinkNature
79771,668863,SyBil-AA
79815,733161,MultipleMS
79838,665917,CREATIONS
79886,633666,LIFEPATH
79903,686239,caLIBRAte
79927,821205,FORCeS
79949,727890,INTAROS
80001,675997,MARmaED
80017,642004,MAGICBULLET
80031,664726,EI3POD
80051,945539,HBP SGA3
80249,655605,STOP-Beta
80251,658116,VesHemiSyn
80252,772426,MECHEMGUI
80254,675417,PET3D
80266,660905,NeuroN
80271,633999,EUCLID
80303,742138,LogNeuroDev
80304,721802,SYNDEGEN
80318,676943,SLAB
80344,818488,FAIRshare
80442,727217,ReMIX
80466,772705,NEFERTITI
80551,818395,AANChOR
80574,640422,GREENT
80576,796795,SOT-2DvdW
80588,705652,ODEON
80589,703813,C-LEAK
80597,648978,RENOS
80607,780502,3PEAT
80618,759425,ENABLE
80620,641342,BioStealth
80621,781012,GO-GA
80637,752773,GeoElectricMixing
80638,653670,USE-IT
80653,709613,SLaMM
80654,695568,SYNNOVATE
80655,708408,ADHDLightUp
80656,648709,Clock Mechanics
80658,659927,SorCSbalance
80660,679990,UAAWORM
80667,844646,GLIOHAB
80668,669168,PROMETHEUS
80669,675080,UCoCoS
80672,677270,SOCIAL ROBOTS
80674,701983,Neuroheart
80677,671251,5HTCircuits
80678,677844,MITOPLASTICITY
80679,656644,INSCAPE
80681,657749,NeuroUTR
80684,669029,FIRST2RUN
80711,689242,INCOVER
80753,656337,VEiL
80754,701815,FLUOPHOT
80760,702715,InjectableLasers
80762,692977,ULTRATUNE
80766,687320,MULTIPLY
80776,795179,CROSSGRASS
80777,645568,COMPLETE
80780,687302,PTAL
80791,734687,VOLTA
80813,727493,ULTRASTABLE
80821,660391,OPTWET
80827,702717,INDRO
80829,639828,CALI
80830,812391,SCENT
80856,730924,SmartCow
80889,809943,GeoTwinn
80892,662322,OSIRIS
80904,636834,DISIRE
80920,812753,ETOPIA
80945,734798,is3DMIMO
81013,766231,WAVECOMBE
81022,714744,SAMBA
81026,678573,NanoPacks
81052,678919,DEEPVISION
81059,642384,BAMB
81076,662338,SeNaTe
81137,708932,CONCOM
81148,804302,ProDIS
81150,786758,RMAST
81152,824074,GrowBot
81170,777084,DynaMORE
81183,818899,JetNS
81184,860635,NEUcrest
81195,659759,RoleOfNEinPerception
81198,724805,MultiLevelLandscape
81223,742106,SYNEME
81225,734862,VISGEN
81248,647051,SENSOCOM
81252,753293,NanoBeat
81254,704361,Meta_Mind
81257,707084,VoidTrap
81258,692617,Descent
81275,750460,ISONEO
81295,727872,AFINET
81308,720720,FUNGUSCHAIN
81341,732064,DataBio
81390,667400,ARREST BLINDNESS
81403,680529,QUANTUM
81417,644018,SUPERSEDE
81425,680997,FRESH AIR
81441,720838,NEOHIRE
81451,666566,GT
81452,720907,STARCELL
81465,730423,CIRC-PACK
81487,654650,Residue2Heat
81556,681529,SARLEP
81557,773682,Nutri2Cycle
81576,635898,CITYLAB
81655,688995,Waste4Think
81709,701994,AmpiDots
81739,642130,INTRAW
81792,769504,SILKNOW
81801,676434,BIGCHEM
81818,742545,WIDE
